Job Title,Job Description,Job Location,Employer Brand Name,Salary Lower Range,Salary Upper Range,Shift Timings,Calling Hours,Accommodation Provided,English Proficiency,Additional Perks,Active,Create Date,Job Post Id,Employer Id
Chinese Chef (Commi),"- Prepare and cook Chinese cuisine dishes, including stir-fries, noodles, and dim sum.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Chinese kitchen section.
- Collaborate with other chefs for coordinated service.","Virar West, Mumbai",Mountain Momos,20000.00,22000.00, - , - ,true,GOOD,,true,2025-05-22 12:19:50.735,5d0c11df-17de-4322-9a5a-098e116e060b,b07a5565-a2ec-483c-8080-5b088699dc37
Host/Hostess,"- Greet and seat guests, manage reservations, and handle waitlists. 
- Provide accurate wait time estimates and manage table assignments. 
- Assist in maintaining cleanliness and organization in the dining area. 
- Ensure a warm and welcoming atmosphere for guests.","Church street, Bangalore",Good Flippin Burgers,15000.00,20000.00, - , - ,false,GOOD,Food Allowance,false,2025-01-06 12:13:39.82,5d23eb25-dd31-45da-a0b2-32119a104732,de4ce4ff-e928-4e67-98c7-65e7730aa346
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Ahmedabad,Devaaharik ,10000.00,11000.00,09:00 AM - 07:00 PM,09:00 AM - 08:00 PM,true,BEGINNER,,false,2024-04-12 11:36:33.612,5d2f2efb-5723-446d-8d15-e3f47ed54bd3,0e955eb6-2a92-480f-8936-d9e5a8924eaf
Continental Chef (Sous Chef),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Khar West, Mumbai",Apero by Malvika,45000.00,50000.00, - , - ,false,GOOD,,true,2025-04-15 10:05:39.19,5d5c9e77-7c5a-4957-8935-1310d0fd2131,65331f92-3b84-4d6b-9ae3-2ac8f3400d32
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.",Ahmedabad Airport,Roastea,14000.00,16000.00, - ,10:00 AM - 8:00 PM,false,GOOD,,false,2023-12-04 00:00:00.0,5e09008a-5577-43d4-944b-9a43a3b1d154,01ae0af8-6290-4fba-af59-0d42f1ca9ae6
Continental Chef (Commi 1 / 2 / 3),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Koramangala, Bengaluru",Roastea,14000.00,16000.00, - ,10:00 AM - 8:00 PM,true,BEGINNER,,false,2024-03-12 00:00:00.0,5e1adafc-dde3-42fc-a25e-c32307bd3ddd,97cf8b75-3748-4eec-bc02-6cff1b12d01a
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",New Delhi,DeliBombay ,12000.00,15000.00,12:00 AM - 10:00 PM, - ,false,GOOD,,false,2024-05-07 07:59:44.559,5e4ff031-e88d-40b6-8d1d-61e1709a1ba0,39135bfa-8ba6-4cc7-aa1f-caff8386c242
Indian (Curry) Chef (Commi),"- Prepare and cook a variety of Indian curry dishes, including biryanis, curries, and kebabs.
- Ensure authentic flavors and high-quality presentation.
- Maintain cleanliness and organization in the Indian curry kitchen section.
- Collaborate with other chefs for coordinated service.",Mehsana gujarat,PUNJABI CHAAP CORNER MULTI CUISINE RESTAURANT ,17000.00,18000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,Accommodation and incentive will be provided after 3 months of joining ,false,2023-11-18 00:00:00.0,5ecc5d24-ea1e-4206-929a-ea551ee291ee,eec81416-bb7c-4726-b9a2-afdabca15c67
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Malviya Nagar, Jaipur",Ohana - Cocktail Bar & Kitchen,15000.00,18000.00, - ,10:00 AM - 8:00 PM,true,GOOD,,false,2023-10-31 00:00:00.0,60256f51-7d53-4508-bd28-c9c50cbb683c,e16e40ae-5133-4e20-aca1-41a32084e3cc
Cashier,"- Handle cash transactions accurately and process payments. 
- Maintain an organized cash register and reconcile cash drawer. 
- Ensure proper billing and issue receipts. 
- Assist customers with any payment-related inquiries.","Ahmedabad, Gujarat",Pitchza,10000.00,15000.00,11:00 AM - 11:00 PM, - ,true,GOOD,,false,2024-01-07 00:00:00.0,60de17a9-6728-4e86-b08d-8958bca16797,174767e4-32c1-40df-b17b-808435066a1c
Chaat Chef (Commi),"- Prepare and assemble a variety of Indian street food snacks and chaats. 
- Create flavorful chutneys, sauces, and garnishes. 
- Maintain consistency and authenticity of chaat flavors. 
- Coordinate with the kitchen team for timely preparation and service. 
- Ensure cleanliness and hygiene in the preparation area.",Delhi,TWOP,15000.00,18000.00,02:00 PM - 12:00 PM, - ,true,BEGINNER,,true,2025-04-07 14:51:11.471,6140bb25-8e25-407d-84b5-ad225fcb20fe,9742cf0a-7f3e-4dba-8e40-8ea179f60cee
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.",Sindhubhavan Road Ahmedabad,Bigly,18000.00,25000.00,10:00 AM - 10:00 PM,09:00 AM - 09:00 PM,true,GOOD,,false,2024-06-15 12:55:08.035,6154beb5-dfec-46f0-bc37-81d53dd4d11b,51ef2b7e-e066-4602-852c-326bf970180c
Host/Hostess,"- Greet and seat guests, manage reservations, and handle waitlists. 
- Provide accurate wait time estimates and manage table assignments. 
- Assist in maintaining cleanliness and organization in the dining area. 
- Ensure a warm and welcoming atmosphere for guests.","Paldi, Ahmedabad",Akshar Cruise,18000.00,20000.00, - ,10:00 AM - 8:00 PM,true,GOOD,,false,2023-09-05 00:00:00.0,6181cf2c-8693-48ec-bcab-c276039740f6,ed3aad3e-ddea-4d98-a4db-3ace7db5f127
Captain,"- Oversee the dining area and ensure smooth service flow. 
- Supervise waitstaff, assign sections, and provide guidance. 
- Handle customer inquiries, complaints, and special requests. 
- Collaborate with kitchen staff for timely food delivery.",Ahmedabad,Kovallam,12000.00,17000.00,10:00 AM - 10:00 PM, - ,true,GOOD,,false,2023-12-12 00:00:00.0,61a26bf3-2a2f-42fd-8729-a6e7bfc957fa,12a6ccb0-7d48-4de1-8566-86723e2a4617
Cashier,"- Handle cash transactions accurately and process payments. 
- Maintain an organized cash register and reconcile cash drawer. 
- Ensure proper billing and issue receipts. 
- Assist customers with any payment-related inquiries.","Fatehgunj, Vadodara",Rangoli Restaurants & Banquets,20000.00,25000.00, - , - ,true,BEGINNER,,true,2025-04-19 13:01:20.8,61ba8a48-82db-4a6e-bfbe-eb3f081dd64a,5bee25c6-e440-4ad7-981a-9cfa3a1e9b2a
Chaat Chef (Commi),"- Prepare and assemble a variety of Indian street food snacks and chaats. 
- Create flavorful chutneys, sauces, and garnishes. 
- Maintain consistency and authenticity of chaat flavors. 
- Coordinate with the kitchen team for timely preparation and service. 
- Ensure cleanliness and hygiene in the preparation area.",Noida,Aggarwal Bikaneri Sweets,12000.00,14000.00,10:00 AM - 10:00 PM, - ,true,BEGINNER,,false,2024-04-25 12:17:41.064,62a373cb-7fd6-4172-8ff5-9fc9ea272b12,f2c23ee6-d05c-4946-b943-1a845e00ec31
Continental Chef (Commi),"- Prepare and cook a variety of continental cuisine dishes, including Pasta, Pizza, Sandwiches, Burgers, Steaks etc.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in kitchen.
- Collaborate with the kitchen team for efficient service.","New Friends Colony, New Delhi",DeliBombay ,14000.00,18000.00,12:00 PM - 10:00 PM, - ,false,BEGINNER,Lunch and Dinner as prepared for Staff.,false,2024-04-19 11:51:56.928,63ce9e92-89f8-4282-a961-17ccfc95bdf1,39135bfa-8ba6-4cc7-aa1f-caff8386c242
Continental Chef (DCDP / CDP),"- Prepare and cook a variety of continental cuisine dishes, including pasta, steaks, and seafood.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the continental kitchen section.
- Collaborate with the kitchen team for efficient service.","Mahalaxmi, Mumbai",Sage and Saffron,30000.00,35000.00, - ,10:00 AM - 8:00 PM,false,BEGINNER,,false,2023-12-04 00:00:00.0,63dfce1d-ff64-4044-983f-9e3feb24aa1d,e95dfd4f-746f-4f37-a9d1-65b6d6c0a581
Counter Sales Person,"- Customer Interaction & Order taking
- Packaging
- Billing
- Maintain store hygiene & stocks
",Jaipur,Anandji Sweets ,10000.00,15000.00,07:00 AM - 05:00 PM, - ,true,GOOD,"Accomodation will be provided 
Food will be provided",false,2024-06-24 09:01:38.588,63f99702-32a5-4a7a-84b8-48dd4e34b74b,b2179d6b-643a-4669-8c47-a9d0e586d2b5
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Ahmedabad,Sodexo,20000.00,23000.00,11:00 AM - 11:00 PM,07:00 AM - 07:00 PM,true,GOOD,,true,2024-12-06 10:22:12.736,640de90f-7cb5-418e-8c0c-17663591c9d9,c84186b0-55c6-4a2c-8f06-cb0afc3e518f
Housekeeping,"- Maintain cleanliness and hygiene standards in the restaurant.
- Clean and sanitize dining areas, restrooms, and kitchen areas.
- Handle waste management and maintain supplies.
- Assist in maintaining overall facility appearance.","Thaltej, Ahmedabad",Bhookh Lagi Hai..?,10000.00,10000.00,11:00 AM - 11:00 PM,10:00 AM - 07:00 PM,true,BEGINNER,,false,2024-03-20 12:15:44.143,6443588c-2eef-4eb1-b601-ab4c6297035a,c7108450-e9cf-4692-9213-86190b832b0e
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Mumbai,Gurudev Hotel,12000.00,18000.00,09:00 AM - 09:00 PM, - ,true,BEGINNER,"Uniforms, Meal & ESIC",false,2024-03-21 11:15:20.537,648d453c-77e1-4b3c-b251-89ff5482903a,825b4cb8-f493-4092-af46-a5193ecab1c3
Gujarati Chef,"- Prepare and cook authentic Gujarati dishes. 
- Develop and execute Gujarati menu items. 
- Ensure the use of traditional Gujarati spices and techniques. 
- Maintain food quality and presentation standards.",Nadiad Gujarat,Lotus Bistro Lounge,20000.00,25000.00,10:00 AM - 10:00 PM, - ,true,BEGINNER,,false,2024-07-28 18:34:22.196,64ced3e7-34ac-4131-8814-4815e99a9b58,7230dd2f-d0f6-4ed0-8b95-c4d8b536da3f
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Vijay Cross Road Ahmedabad,HOCCO KITCHEN,13000.00,14000.00,11:00 AM - 11:00 PM,09:00 AM - 08:00 PM,true,BEGINNER,,true,2024-12-16 12:47:06.263,650e5258-8249-49c3-a11e-d54f697d23cb,3b374c9e-37b3-4ae1-bc8e-8b2aac4216e2
Bakery & Pastry Chef (Commi),"- Prepare and bake a variety of pastries, cakes, and desserts.
- Create and develop new pastry recipes.
- Decorate and present pastries in an aesthetically pleasing manner.
- Maintain cleanliness and hygiene in the pastry section.","Mahalaxmi, Mumbai",Sage and Saffron,15000.00,20000.00,10:00 AM - 08:00 PM, - ,false,GOOD,,false,2024-08-24 10:42:29.129,65343cf1-1d06-4ab1-8791-485f42b2ba31,e95dfd4f-746f-4f37-a9d1-65b6d6c0a581
Pan-Asian Chef (DCDP / CDP),"- Prepare and cook a variety of pan-Asian cuisine dishes, including sushi, noodles, and stir-fries.
- Ensure accurate flavor profiles and presentation.
- Maintain cleanliness and organization in the pan-Asian kitchen section.
- Collaborate with the kitchen team for efficient service.","Sindhu Bhavan, Ahmedabad",BUBBLEPOP! Cafe,23000.00,25000.00, - , - ,true,BEGINNER,,false,2024-05-31 12:47:33.414,65c41f06-5bf8-4fdf-9c43-735b1de28312,c2787436-70fb-44d5-985f-6fd66387ec9e
Fast Food Chef (Sous Chef),"- Prepare and cook a variety of fast food items, including burgers, sandwiches, and fries.
- Ensure efficient and timely food preparation.
- Maintain cleanliness and organization in the fast food kitchen section.
- Collaborate with the kitchen team for efficient service.",Pune,Rj's Sandwich,10000.00,20000.00,10:00 AM - 10:00 AM, - ,false,GOOD,,false,2024-05-05 06:04:51.982,664d4a18-de3b-4db2-ad90-6ea48ddbe72b,4687e7dd-a3a8-422d-99f9-ee5fa3d7e4a9
Cashier,"- Handle cash transactions accurately and process payments. 
- Maintain an organized cash register and reconcile cash drawer. 
- Ensure proper billing and issue receipts. 
- Assist customers with any payment-related inquiries.","Mahalaxmi, Mumbai",Masque,20000.00,25000.00,06:00 PM - 03:00 AM, - ,false,EXPERT,,true,2025-05-15 11:29:15.188,6675c299-e035-4250-8667-361fe50222f1,535d459f-5abc-4639-a6a6-9cc50e1b4938
Continental chef,"Should be good chef knowing specially
FRESH DOUGH PIZZAS",BANSWARA RAJASTHAN,DANPUR MISHTHAN BHANDAR ,15000.00,22000.00,12:00 PM - 12:00 PM, - ,true,BEGINNER,"Free break fast, accomodation, lunch and dinner",false,2024-03-17 09:20:20.261,66761129-25f0-4ac6-bb2a-8e1b85a078cd,c38763e8-b279-4b17-82c8-e718045a8b8e
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.","Pavillion Mall, Pune",Good Flippin Burgers,15000.00,16000.00, - , - ,false,BEGINNER,Bonus + Incentives,false,2024-12-27 08:20:06.287,667a4cdb-a4ce-439d-bf5d-a40e901d4730,de4ce4ff-e928-4e67-98c7-65e7730aa346
Barista,"- Prepare and serve a variety of coffee and other beverages. 
- Take customer orders and provide personalized recommendations. 
- Operate coffee machines and maintain cleanliness. 
- Handle cash transactions and maintain inventory.",Ahmedabad,Koffee Stories ,20000.00,25000.00,11:00 AM - 12:00 PM,12:00 PM - 04:00 PM,true,BEGINNER,,true,2024-08-06 05:11:22.514,66891514-f66f-4ee6-b5ee-54956361b64b,b99c00a1-6d4f-4cdc-bc83-72b708cb0d1c
Kitchen Helper,"- Assist in food preparation, such as chopping vegetables and preparing ingredients. 
- Assist in cooking and assembling dishes. 
- Clean and sanitize kitchen utensils, equipment, and work areas. 
- Follow food safety and hygiene standards. 
- Receive and store incoming supplies and ingredients.",Ahmedabad,Shararat,11000.00,14000.00,11:00 AM - 11:00 PM, - ,true,BEGINNER,,false,2024-01-19 00:00:00.0,668ea757-b97c-488f-b2e8-fed7eace8483,f098f487-89a2-47c7-8ec0-f3bb79117f0f
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Surat,Marriott International ,17500.00,22000.00,06:00 AM - 10:00 AM, - ,false,GOOD,,false,2024-04-18 04:06:17.229,66fd2513-61fa-4701-8901-e8d7118736ab,63bd7ad2-b87c-4d19-9d2a-56e6abe5594b
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.","Ahmedabad, gujarat",Exquisitto ,10000.00,15000.00,11:00 AM - 11:00 PM, - ,true,GOOD,Stay and food,false,2023-09-11 00:00:00.0,67314e00-028c-46fb-a8a9-922bfee4d2fe,0e449547-351c-4217-94ed-131091a690c4
Crew Member,"- Assist in food preparation, cooking, and assembly. 
- Serve customers with a friendly and efficient attitude. 
- Clean and maintain the dining area and equipment. 
- Follow food safety and hygiene standards.","Baner, Pune",Good Flippin Burgers,17000.00,19000.00, - , - ,false,GOOD,Bonus + Incentives,true,2024-12-27 08:27:31.508,6798748f-c2fe-4f49-8073-46592b0a5801,de4ce4ff-e928-4e67-98c7-65e7730aa346
Recruiter - HR,"Screen resumes and Schedule interviews after confirming with Manager and Candidate.
Maintaining Employee Data
Handling recruitment process – Understanding Requirements, sourcing, identifying, screening, calling, negotiating and submitting candidates for assigned requisitions.
Built and maintained a well-qualified pool of available candidates. 
Maintaining resume database, trackers, and reports.
Capable of working independently and in teams with people at all levels.
Scheduling interviews and doing follow-ups. Negotiate compensation and pay-rate of Candidates.
Submit screened and short-listed profile/resumes to the clients for technical evaluation.
Responsible for keeping daily track of candidates submitted, interviewed and feedback from the Manager.
 ","Mahalaxmi, Mumbai",Masque,20000.00,25000.00,10:00 AM - 08:00 PM, - ,false,EXPERT,,false,2024-08-29 13:19:11.409,67fda8e3-7b64-4094-b9d1-9130efe779bb,535d459f-5abc-4639-a6a6-9cc50e1b4938
Waiter / Steward,"- Provide attentive customer service and take orders accurately. 
- Serve food and beverages promptly. 
- Ensure customer satisfaction and handle any inquiries or issues. 
- Set up and clean dining area for service.",Ahmedabad,Bento B,17000.00,20000.00,11:00 AM - 11:00 PM,10:00 AM - 08:00 PM,true,EXPERT,,true,2024-12-09 13:41:49.524,6801376a-ffed-4d76-805c-d6f3b41dd8bf,3c8e03f7-28ed-4398-b2fa-9196a9783962
